Bound,MaxVanillaIw,MinVanillaIw,VarRet,AvgNormIw,BatchSize,VarJ,VarVanillaIw,renyi2,delta,MaxNormIw,AvgEpLen,J,VarNormIw,EpsThisIter,AvgRet,VarDiscRet,AvgDiscRet,ESSRenyi,SamplesThisIter,IterType,AvgVanillaIw,MinNormIw,VanillaAvgRet,ESSClassic
-248.164,7.23613e+19,,9458.8092342,4.96032e-05,100,1522.47,inf,nan,0.4,0.0702648,446.428571429,-29465.5,2.81275e-06,112,-347.790380481,9458.8092342,-347.790380481,nan,50000,1,5.10832e+16,,-347.790380481,8.69951198004
-192.363,1189.53,,17751.0516737,4.59137e-05,100,1478.3,5489.96,nan,0.4,0.00307313,413.223140496,-22269.9,3.66423e-08,121,-332.14823467,17751.0516737,-332.14823467,nan,50000,1,17.772,,-332.14823467,1.78783395691
-165.565,297.538,,21954.2069313,4.17711e-05,100,1596.86,379.65,nan,0.4,0.00181256,375.939849624,-21731.6,1.40892e-08,133,-296.627943748,21954.2069313,-296.627943748,nan,50000,1,6.85686,,-296.627943748,1.51567483457
-219.732,6.7627e+14,,10713.9690339,4.96032e-05,100,1824.28,2.40393e+26,nan,0.4,0.0706751,446.428571429,-29421.7,2.62552e-06,112,-354.260419755,10713.9690339,-354.260419755,nan,50000,1,4.74638e+11,,-354.260419755,9.42848193737
-169.083,199.427,,20476.0018737,4.2735e-05,100,1324.87,548.174,nan,0.4,0.000973718,384.615384615,-22530.3,1.30682e-08,130,-299.58688554,20476.0018737,-299.58688554,nan,50000,1,8.75256,,-299.58688554,3.81794053645
-158.374,275.068,,21352.233758,4.17711e-05,100,1609.23,693.928,nan,0.4,0.00136499,375.939849624,-19780.0,1.70882e-08,133,-295.234260258,21352.233758,-295.234260258,nan,50000,1,8.41755,,-295.234260258,3.43484915964
-157.705,266.968,,23256.7606965,4.14594e-05,100,1454.29,647.978,nan,0.4,0.00134653,373.134328358,-19159.1,1.64844e-08,134,-301.388007159,23256.7606965,-301.388007159,nan,50000,1,8.2199,,-301.388007159,1.86338789313
-172.026,10687.5,,17642.57889,4.59137e-05,100,1817.01,145445.0,nan,0.4,0.00877402,413.223140496,-21357.7,9.80271e-08,121,-328.051219654,17642.57889,-328.051219654,nan,50000,1,55.9267,,-328.051219654,5.51078644316
-197.072,1002.51,,17844.2254203,4.48029e-05,100,1719.45,2545.91,nan,0.4,0.00425152,403.225806452,-25314.7,4.5788e-08,124,-321.794307395,17844.2254203,-321.794307395,nan,50000,1,10.5646,,-321.794307395,6.67046660957
-164.62,134.655,,22010.4110392,4.14594e-05,100,1463.97,244.686,nan,0.4,0.000948197,373.134328358,-22356.9,1.21328e-08,134,-293.136098727,22010.4110392,-293.136098727,nan,50000,1,5.88772,,-293.136098727,2.65137296138
-156.744,103.062,,23464.4356993,3.83142e-05,100,1616.05,113.19,nan,0.4,0.000923193,344.827586207,-23316.0,9.08229e-09,145,-271.255862285,23464.4356993,-271.255862285,nan,50000,1,4.27726,,-271.255862285,3.16866554294
-164.54,62.8277,,20661.5640243,3.91236e-05,100,1518.52,132.898,nan,0.4,0.000512106,352.112676056,-22926.1,8.82951e-09,142,-271.088531835,20661.5640243,-271.088531835,nan,50000,1,4.79988,,-271.088531835,1.2069109685
-133.606,359.662,,23808.5561838,3.6075e-05,100,1537.06,186.127,nan,0.4,0.00256814,324.675324675,-18540.3,9.48983e-09,154,-249.219608913,23808.5561838,-249.219608913,nan,50000,1,5.05222,,-249.219608913,3.1330174655
-158.872,59.9588,,21878.5829061,3.77929e-05,100,1403.14,74.2065,nan,0.4,0.000586432,340.136054422,-22391.8,7.09856e-09,147,-263.837965041,21878.5829061,-263.837965041,nan,50000,1,3.86408,,-263.837965041,2.29601650122
-172.947,83.6316,,20447.2195584,3.9968e-05,100,1624.91,64.5336,nan,0.4,0.00105529,359.712230216,-27633.7,1.02753e-08,139,-280.185540776,20447.2195584,-280.185540776,nan,50000,1,3.16745,,-280.185540776,3.06336633736
-131.244,152.532,,21513.4636516,3.19285e-05,100,1317.28,73.9452,nan,0.4,0.00126154,287.356321839,-18408.4,5.05808e-09,174,-216.374345639,21513.4636516,-216.374345639,nan,50000,1,3.86047,,-216.374345639,2.93130288373
-125.089,83.2372,,25316.3038566,3.32668e-05,100,1537.59,59.6593,nan,0.4,0.000797797,299.401197605,-18507.6,5.4806e-09,167,-228.1082158,25316.3038566,-228.1082158,nan,50000,1,3.47085,,-228.1082158,2.48755697331
-127.862,125.947,,24438.059253,3.42935e-05,100,1543.45,114.527,nan,0.4,0.00084236,308.641975309,-19116.5,5.12304e-09,162,-235.944298539,24438.059253,-235.944298539,nan,50000,1,5.12747,,-235.944298539,3.83363324701
-117.529,31.1034,,21290.0426487,2.83447e-05,100,1376.38,27.0855,nan,0.4,0.000307247,255.102040816,-17566.4,2.643e-09,196,-189.911137532,21290.0426487,-189.911137532,nan,50000,1,2.8694,,-189.911137532,4.22252963581
-134.146,91.5824,,24587.0237945,3.53857e-05,100,1563.81,78.8381,nan,0.4,0.000778324,318.47133758,-21046.0,5.6942e-09,157,-242.453187114,24587.0237945,-242.453187114,nan,50000,1,4.1637,,-242.453187114,3.61000905897
-138.641,58.9195,,23368.7663009,3.34672e-05,100,1485.28,51.0754,nan,0.4,0.000543624,301.204819277,-21717.0,4.34801e-09,166,-234.282664264,23368.7663009,-234.282664264,nan,50000,1,3.62727,,-234.282664264,3.15290827772
-108.257,31.1238,,22847.1393224,2.59605e-05,100,1402.67,8.10176,nan,0.4,0.000439683,233.644859813,-16518.6,1.61686e-09,214,-176.447689965,22847.1393224,-176.447689965,nan,50000,1,1.83767,,-176.447689965,5.81009202661
-130.716,206.755,,22773.4477496,3.40832e-05,100,1480.71,96.991,nan,0.4,0.00164311,306.748466258,-19670.9,6.12564e-09,163,-229.029756197,22773.4477496,-229.029756197,nan,50000,1,4.28874,,-229.029756197,4.12807237642
-107.873,12.3094,,12661.7101442,2.24014e-05,100,957.84,4.04105,nan,0.4,0.000167511,201.612903226,-15992.8,7.48363e-10,248,-138.487543246,12661.7101442,-138.487543246,nan,50000,1,1.64614,,-138.487543246,4.59556424502
-123.414,50.8973,,22767.8714945,3.06937e-05,100,1408.72,23.9503,nan,0.4,0.00062095,276.243093923,-18667.8,3.56479e-09,181,-207.549294359,22767.8714945,-207.549294359,nan,50000,1,2.51586,,-207.549294359,9.59453606853
-103.451,18.9822,,21193.1193605,2.37417e-05,100,1204.49,3.88763,nan,0.4,0.000287757,213.675213675,-16158.8,8.93393e-10,234,-159.355917128,21193.1193605,-159.355917128,nan,50000,1,1.56615,,-159.355917128,4.37508573323
-102.335,16.839,,18857.2205062,2.23115e-05,100,1116.27,2.90375,nan,0.4,0.000261745,200.803212851,-15859.8,7.01592e-10,249,-150.344429393,18857.2205062,-150.344429393,nan,50000,1,1.43538,,-150.344429393,4.20012613863
-94.0606,10.2951,7.85232e-33,10071.1528619,1.78063e-05,100,795.841,1.21914,nan,0.4,0.000156799,160.256410256,-13543.4,2.82801e-10,312,-110.450505,10071.1528619,-110.450505,nan,50000,1,1.16912,1.19595e-37,-110.450505,5.7818348915
-91.0421,11.5773,,14649.0296082,1.71468e-05,100,874.901,1.28683,nan,0.4,0.000159367,154.320987654,-13426.3,2.43839e-10,324,-115.359455347,14649.0296082,-115.359455347,nan,50000,1,1.24564,,-115.359455347,5.18461570876
-91.8191,9.71008,3.17159e-18,8204.89911407,1.50966e-05,100,605.105,0.603255,nan,0.4,0.000139887,135.869565217,-12920.4,1.25201e-10,368,-96.0690692894,8204.89911407,-96.0690692894,nan,50000,1,1.04791,4.56911e-23,-96.0690692894,3.74073726758
-89.705,7.89609,3.24416e-21,13541.6825503,1.7307e-05,100,831.025,0.823568,nan,0.4,0.000126208,155.763239875,-13125.6,2.10401e-10,321,-111.583151606,13541.6825503,-111.583151606,nan,50000,1,1.0828,5.18534e-26,-111.583151606,3.7736860276
-81.1105,3.5006,3.69998e-08,2082.15956173,1.18203e-05,100,315.721,0.27038,nan,0.4,4.17119e-05,106.382978723,-11530.7,3.83893e-11,470,-72.4072918209,2082.15956173,-72.4072918209,nan,50000,1,0.992001,4.40876e-13,-72.4072918209,3.8333535237
-84.8663,4.20426,8.90405e-05,3116.09781205,1.17206e-05,100,387.616,0.231561,nan,0.4,4.81959e-05,105.485232068,-11659.1,3.04303e-11,474,-73.4600524604,3116.09781205,-73.4600524604,nan,50000,1,1.02242,1.02072e-09,-73.4600524604,4.0605904768
-74.7611,9.32398,0.000434949,713.745729208,1.08507e-05,100,436.179,0.615442,nan,0.4,9.16068e-05,97.65625,-10656.0,5.94073e-11,512,-66.4344520239,713.745729208,-66.4344520239,nan,50000,1,1.10441,4.27331e-09,-66.4344520239,4.80292594086
-89.4903,6.12328,2.31425e-21,9101.06632941,1.44676e-05,100,628.538,0.505239,nan,0.4,8.86472e-05,130.208333333,-12682.8,1.05891e-10,384,-94.0195006152,9101.06632941,-94.0195006152,nan,50000,1,0.999344,3.35036e-26,-94.0195006152,4.5485293577
-82.6951,2.92446,0.0143814,719.212501887,1.04428e-05,100,256.599,0.106467,37.2116,0.4,3.02114e-05,93.984962406,-11177.5,1.13622e-11,532,-64.9612363934,719.212501887,-64.9612363934,6.90568708153e-15,50000,1,1.01086,1.48568e-07,-64.9612363934,4.27599933714
-73.868,4.07645,0.00220665,283.79592605,1.06428e-05,100,177.462,0.288356,nan,0.4,4.23238e-05,95.785440613,-10941.1,3.10837e-11,522,-65.0939830139,283.79592605,-65.0939830139,nan,50000,1,1.02507,2.29105e-08,-65.0939830139,4.80849686222
-83.8714,4.76165,2.4516e-06,3288.59946013,1.17454e-05,100,374.561,0.229908,nan,0.4,5.658e-05,105.708245243,-11502.3,3.24613e-11,473,-73.7899201891,3288.59946013,-73.7899201891,nan,50000,1,0.988463,2.9131e-11,-73.7899201891,3.52760494296
-65.6695,10.2824,6.79981e-05,149.675339887,1.00281e-05,100,181.018,0.719318,39.1628,0.4,9.31207e-05,90.2527075812,-10361.9,5.89967e-11,554,-61.7952037616,149.675339887,-61.7952037616,9.81334604856e-16,50000,1,1.1073,6.15816e-10,-61.7952037616,4.38285799075
-79.0163,4.14795,0.0198178,515.729215539,9.95619e-06,100,278.498,0.125045,39.3508,0.4,4.02933e-05,89.605734767,-10535.0,1.17995e-11,558,-61.1727695785,515.729215539,-61.1727695785,8.13136104121e-16,50000,1,1.02493,1.92511e-07,-61.1727695785,4.01909360412
-76.9049,5.01634,0.0219303,220.676428076,9.90295e-06,100,171.635,0.0952613,39.4979,0.4,4.90404e-05,89.1265597148,-10665.0,9.10436e-12,561,-61.0499087491,220.676428076,-61.0499087491,7.01898299561e-16,50000,1,1.01297,2.14393e-07,-61.0499087491,3.97255149102
-77.9719,3.90886,2.47005e-08,2197.95538319,1.07875e-05,100,304.044,0.240672,40.3037,0.4,4.13688e-05,97.0873786408,-10710.5,2.69569e-11,515,-66.9923165034,2197.95538319,-66.9923165034,3.1356365115e-16,50000,1,1.01929,2.61413e-13,-66.9923165034,4.7899492384
-78.2397,2.32214,0.0079246,251.689988388,1.02881e-05,100,162.506,0.107549,40.2533,0.4,2.38431e-05,92.5925925926,-10910.8,1.13384e-11,540,-62.778096447,251.689988388,-62.778096447,3.29770958965e-16,50000,1,1.00198,8.13673e-08,-62.778096447,3.88067921327
-77.8659,3.26086,0.00572855,380.843639339,1.0269e-05,100,183.846,0.109621,40.6454,0.4,3.33106e-05,92.4214417745,-10799.0,1.14392e-11,541,-62.6636189577,380.843639339,-62.6636189577,2.22816912906e-16,50000,1,1.00526,5.85187e-08,-62.6636189577,4.1367503691
-78.9414,3.84907,0.0139525,402.140148686,1.00462e-05,100,236.581,0.142459,40.678,0.4,3.81232e-05,90.4159132007,-10544.6,1.39752e-11,553,-61.7854591119,402.140148686,-61.7854591119,2.15656965135e-16,50000,1,1.01431,1.38193e-07,-61.7854591119,4.0433884446
-77.138,5.03413,0.000534631,1737.51801961,1.05419e-05,100,273.12,0.169418,nan,0.4,5.35074e-05,94.8766603416,-10730.5,1.91398e-11,527,-65.2033789885,1737.51801961,-65.2033789885,nan,50000,1,0.991809,5.68255e-09,-65.2033789885,4.21571454084
-80.3357,3.72831,0.000187194,2432.68797923,1.07458e-05,100,329.806,0.173325,nan,0.4,4.06623e-05,96.7117988395,-10817.9,2.06168e-11,517,-66.8184839407,2432.68797923,-66.8184839407,nan,50000,1,0.985275,2.04161e-09,-66.8184839407,3.562687838
-79.2842,2.3139,0.0181775,280.042823594,9.86777e-06,100,170.892,0.063161,40.2339,0.4,2.30091e-05,88.809946714,-10576.0,6.24535e-12,563,-60.3212588784,280.042823594,-60.3212588784,3.36216098851e-16,50000,1,0.992351,1.80754e-07,-60.3212588784,3.71559746368
-58.0732,43.5733,,71.8615398269,9.97407e-06,100,181.087,9.67013,nan,0.4,0.000265355,89.7666068223,-9974.28,3.5863e-10,557,-61.0563747255,71.8615398269,-61.0563747255,nan,50000,1,1.63782,,-61.0563747255,5.54868265826
-77.4816,5.09184,0.0315386,316.204392037,9.71251e-06,100,306.855,0.136041,40.7914,0.4,4.83847e-05,87.4125874126,-10290.0,1.22839e-11,572,-59.620848274,316.204392037,-59.620848274,1.92548242082e-16,50000,1,1.02211,2.99692e-07,-59.620848274,4.06684618503
-59.3796,36.9847,1.14479e-14,61.8627367766,9.79816e-06,100,200.506,3.21203,nan,0.4,0.000278219,88.1834215168,-10035.7,1.81764e-10,567,-60.1323579551,61.8627367766,-60.1323579551,nan,50000,1,1.30251,8.61172e-20,-60.1323579551,4.23391216695
-61.7279,11.3963,5.56605e-08,59.590484083,9.79816e-06,100,90.7222,1.05446,nan,0.4,9.77166e-05,88.1834215168,-10343.7,7.75247e-11,567,-60.5760905381,59.590484083,-60.5760905381,nan,50000,1,1.14272,4.77257e-13,-60.5760905381,5.34482262269
-81.2002,3.7293,3.00856e-05,2391.58529331,1.07458e-05,100,322.431,0.132718,42.5233,0.4,4.10176e-05,96.7117988395,-11032.8,1.60552e-11,517,-67.2657986074,2391.58529331,-67.2657986074,3.40703817562e-17,50000,1,0.976999,3.30904e-10,-67.2657986074,4.75758130729
-58.2497,24.7188,5.40633e-13,54.0491736204,9.64506e-06,100,128.954,4.51719,nan,0.4,0.00016297,86.8055555556,-9982.38,1.96348e-10,576,-59.4310341734,54.0491736204,-59.4310341734,nan,50000,1,1.46294,3.56436e-18,-59.4310341734,6.06949440747
-51.0853,3.39315e+15,,110.553218958,9.81547e-06,100,301.311,1.13e+27,nan,0.4,0.0999776,88.3392226148,-7478.61,9.81021e-07,566,-60.2289245091,110.553218958,-60.2289245091,nan,50000,1,3.33128e+11,,-60.2289245091,9.99999702178
-59.3918,45.5093,6.60057e-13,69.7272809999,9.95619e-06,100,163.268,4.85391,nan,0.4,0.000320741,89.605734767,-10106.8,2.41102e-10,558,-61.0121763553,69.7272809999,-61.0121763553,nan,50000,1,1.41266,4.65196e-18,-61.0121763553,5.4194764521
-77.2774,5.15045,0.0233031,334.424726927,9.71251e-06,100,311.861,0.165442,inf,0.4,4.87448e-05,87.4125874126,-10211.3,1.48188e-11,572,-59.7020554439,334.424726927,-59.7020554439,,50000,1,1.02624,2.20545e-07,-59.7020554439,3.85131346476
nan,9.4024e+19,,83.1908708415,9.59509e-06,100,nan,inf,nan,0.4,0.1,86.3557858377,nan,9.59426e-07,579,-58.6033738815,83.1908708415,-58.6033738815,nan,50000,1,9.02169e+15,,-58.6033738815,10.0000022628
-84.7481,6.20742,2.07976e-07,4087.81620962,1.25691e-05,100,479.938,0.349589,nan,0.4,7.48525e-05,113.122171946,-11879.3,5.08333e-11,442,-79.1159122777,4087.81620962,-79.1159122777,nan,50000,1,1.04234,2.50789e-12,-79.1159122777,5.06436175606
-79.9338,3.7435,0.00033331,2025.74278518,1.11334e-05,100,322.387,0.174928,inf,0.4,4.1362e-05,100.200400802,-11176.0,2.13553e-11,499,-68.1715939584,2025.74278518,-68.1715939584,,50000,1,1.00764,3.68275e-09,-68.1715939584,3.92726446761
-81.76,2.53657,0.00557327,489.79987887,1.03455e-05,100,224.577,0.0841959,inf,0.4,2.61496e-05,93.1098696462,-10984.2,8.94799e-12,537,-63.2443051259,489.79987887,-63.2443051259,,50000,1,1.00354,5.74549e-08,-63.2443051259,3.96182589738
-55.7103,577.11,,222.419717298,9.83284e-06,100,797.027,147.05,nan,0.4,0.00266892,88.4955752212,-7995.06,3.14498e-09,565,-60.660608513,222.419717298,-60.660608513,nan,50000,1,2.12619,,-60.660608513,2.76622251443
-56.5837,898.522,3.66493e-38,122.686788074,9.99201e-06,100,471.841,316.645,nan,0.4,0.00393732,89.928057554,-9116.46,6.08016e-09,556,-61.220027164,122.686788074,-61.220027164,nan,50000,1,2.28024,1.61149e-43,-61.220027164,3.6040853225
-80.7589,3.76476,5.29763e-07,2702.19848024,1.13611e-05,100,388.639,0.24193,nan,0.4,4.17077e-05,102.249488753,-11096.3,2.96926e-11,489,-70.5379676161,2702.19848024,-70.5379676161,nan,50000,1,1.02551,5.86896e-12,-70.5379676161,5.42174254604
-69.0732,4.86813,0.00349842,139.66200577,1.00827e-05,100,137.19,0.349869,nan,0.4,4.59539e-05,90.7441016334,-10528.8,3.11764e-11,551,-61.5038127648,139.66200577,-61.5038127648,nan,50000,1,1.06811,3.30242e-08,-61.5038127648,4.71445860216
-80.6564,4.68357,6.35685e-05,2442.55352136,1.08085e-05,100,323.224,0.186818,inf,0.4,5.05447e-05,97.2762645914,-10919.2,2.17578e-11,514,-67.6084075301,2442.55352136,-67.6084075301,,50000,1,1.00154,6.86025e-10,-67.6084075301,3.91400591221
-67.1615,3.41777,0.00412499,85.924959109,9.81547e-06,100,102.351,0.261161,inf,0.4,3.27065e-05,88.3392226148,-10457.0,2.39161e-11,566,-60.3767628429,85.924959109,-60.3767628429,,50000,1,1.0257,3.94743e-08,-60.3767628429,4.27880348589
-66.2493,9.661,1.52419e-10,468.222838716,1.03263e-05,100,203.936,0.570373,inf,0.4,9.41244e-05,92.936802974,-10373.0,5.41401e-11,538,-63.2478536369,468.222838716,-63.2478536369,,50000,1,1.0599,1.48498e-15,-63.2478536369,5.22862959464
-78.5627,3.66685,5.6792e-06,2317.21032337,1.03263e-05,100,316.335,0.141069,inf,0.4,3.79295e-05,92.936802974,-10614.1,1.50939e-11,538,-64.703838312,2317.21032337,-64.703838312,,50000,1,0.9983,5.87451e-11,-64.703838312,5.57207120506
-78.2251,3.91758,3.52373e-06,2622.82879707,1.12007e-05,100,366.138,0.20609,nan,0.4,4.40909e-05,100.806451613,-11156.6,2.61047e-11,496,-70.0341140597,2622.82879707,-70.0341140597,nan,50000,1,0.995211,3.96582e-11,-70.0341140597,3.90360196309
-78.7235,2.9754,0.0152744,291.936357219,9.88533e-06,100,177.977,0.0804683,inf,0.4,2.9218e-05,88.9679715302,-10615.6,7.75953e-12,562,-60.8168690664,291.936357219,-60.8168690664,,50000,1,1.00667,1.49992e-07,-60.8168690664,3.93585429338
-80.0394,3.38581,0.0185839,338.369280694,1.00462e-05,100,190.734,0.0792147,inf,0.4,3.40782e-05,90.4159132007,-10714.3,8.02482e-12,553,-61.601970005,338.369280694,-61.601970005,,50000,1,0.998131,1.87048e-07,-61.601970005,3.95706786015
-63.2614,12.701,0.000143604,164.047170259,9.97407e-06,100,181.055,1.14205,nan,0.4,0.000110409,89.7666068223,-10167.7,8.63016e-11,557,-61.0358427514,164.047170259,-61.0358427514,nan,50000,1,1.14737,1.24835e-09,-61.0358427514,4.21365852461
-57.2476,162.395,2.78011e-10,69.2133275733,9.48047e-06,100,207.417,3.76903,nan,0.4,0.00112918,85.3242320819,-9774.5,1.82226e-10,586,-58.4348636277,69.2133275733,-58.4348636277,nan,50000,1,1.36345,1.93309e-15,-58.4348636277,5.70884800607
-59.6966,24.9393,7.60167e-07,106.16730165,9.46432e-06,100,440.679,2.0066,nan,0.4,0.000201089,85.1788756388,-9533.97,1.30457e-10,587,-57.8535102706,106.16730165,-57.8535102706,nan,50000,1,1.17378,6.12933e-12,-57.8535102706,4.15446901276
-80.2782,3.55007,4.61739e-06,2162.09039768,1.07666e-05,100,309.218,0.140659,inf,0.4,3.89388e-05,96.8992248062,-11010.7,1.69222e-11,516,-66.8755878966,2162.09039768,-66.8755878966,,50000,1,0.981595,5.06457e-11,-66.8755878966,4.14947740025
-58.2544,27.7222,9.5818e-09,55.9227111643,9.59509e-06,100,195.911,3.23373,nan,0.4,0.00020933,86.3557858377,-9934.2,1.84377e-10,579,-59.0265349084,55.9227111643,-59.0265349084,nan,50000,1,1.27071,7.23518e-14,-59.0265349084,5.57573549939
-57.4119,31.7544,4.21121e-12,59.4545475152,9.59509e-06,100,155.74,5.65242,nan,0.4,0.000202806,86.3557858377,-9879.6,2.30562e-10,579,-59.2796737924,59.4545475152,-59.2796737924,nan,50000,1,1.50235,2.68957e-17,-59.2796737924,4.55233831364
-56.9562,77.4878,2.02176e-16,61.0711932161,9.62834e-06,100,335.966,4.74719,nan,0.4,0.000539825,86.6551126516,-9863.85,2.30397e-10,577,-59.2586842143,61.0711932161,-59.2586842143,nan,50000,1,1.38208,1.40848e-21,-59.2586842143,5.85839488887
-79.25,4.00726,0.0138013,521.220990834,9.95619e-06,100,231.097,0.0868536,inf,0.4,3.96452e-05,89.605734767,-10602.7,8.50107e-12,558,-61.1500789155,521.220990834,-61.1500789155,,50000,1,1.00635,1.36541e-07,-61.1500789155,3.91284762589
-49.3526,3.38783e+23,,104.373720136,9.78091e-06,100,259.389,inf,nan,0.4,0.0569352,88.0281690141,-6763.4,4.9265e-07,568,-60.230988082,104.373720136,-60.230988082,nan,50000,1,5.81995e+19,,-60.230988082,6.43460427577
-74.2319,4.08293,0.0136922,266.96122052,9.52925e-06,100,204.277,0.122685,inf,0.4,3.79933e-05,85.7632933105,-10160.1,1.06233e-11,583,-58.699368695,266.96122052,-58.699368695,,50000,1,1.02406,1.27411e-07,-58.699368695,4.2513878868
-50.1537,5.83261e+12,,91.3164039646,9.61169e-06,100,332.216,3.26955e+21,nan,0.4,0.0999977,86.5051903114,-7081.55,9.61041e-07,578,-58.9125991983,91.3164039646,-58.9125991983,nan,50000,1,5.60625e+08,,-58.9125991983,9.99999752136
-34.836,8.96263e+11,,105.869987225,9.46432e-06,100,394.904,7.72128e+19,nan,0.4,0.0702433,85.1788756388,-5705.01,4.74273e-07,587,-58.3070792489,105.869987225,-58.3070792489,nan,50000,1,1.20759e+08,,-58.3070792489,9.84448195708
-76.5126,2.67783,0.0187508,246.391933321,9.66184e-06,100,163.245,0.0652641,inf,0.4,2.63499e-05,86.9565217391,-10416.1,6.31924e-12,575,-59.4557609287,246.391933321,-59.4557609287,,50000,1,0.981894,1.84508e-07,-59.4557609287,3.77878434962
-61.045,16.4854,8.1884e-05,74.250912179,9.92063e-06,100,125.542,1.15937,nan,0.4,0.000150931,89.2857142857,-10297.4,9.71807e-11,560,-60.8673551169,74.250912179,-60.8673551169,nan,50000,1,1.08358,7.49685e-10,-60.8673551169,5.06722975321
-78.603,2.90193,0.0158134,284.076058368,9.76372e-06,100,180.571,0.0832773,inf,0.4,2.74664e-05,87.8734622144,-10501.8,7.46028e-12,569,-60.010952038,284.076058368,-60.010952038,,50000,1,1.03158,1.49672e-07,-60.010952038,4.34243469958
-50.8582,510685.0,,82.7042542487,9.59509e-06,100,282.802,4.74848e+07,nan,0.4,0.0186711,86.3557858377,-7442.9,6.34732e-08,579,-59.0494936503,82.7042542487,-59.0494936503,nan,50000,1,262.441,,-59.0494936503,5.27630457454
-52.1658,25267.7,,66.538271278,9.59509e-06,100,288.074,312820.0,nan,0.4,0.0076505,86.3557858377,-8152.7,2.86775e-08,579,-58.7749032908,66.538271278,-58.7749032908,nan,50000,1,31.6902,,-58.7749032908,4.33916758409
-81.0005,4.05248,0.00409336,1026.48606668,1.08507e-05,100,324.876,0.175557,inf,0.4,4.36172e-05,97.65625,-10983.5,2.03372e-11,512,-66.3383938692,1026.48606668,-66.3383938692,,50000,1,1.00814,4.40572e-08,-66.3383938692,4.51146087473
