IterType,BatchSize,MinVanillaIw,AvgVanillaIw,VarJ,MinNormIw,Delta,AvgRet,AvgEpLen,eRenyi2,MaxNormIw,MaxVanillaIw,VarRet,EpsThisIter,VanillaAvgRet,ESSClassic,VarNormIw,Bound,J,VarVanillaIw,AvgDiscRet,AvgNormIw,ESSRenyi,VarDiscRet
2,500,1.0,1.0,0.26606852,0.0033333334,0.9,4999.798580133688,500.0,1.0,0.0033333334,1.0,0.05858035737816515,100,4999.798580133688,299.999969473632,5.4391416e-20,4903.5522,4999.7773,,4999.798580133688,0.0033333336,500.0,0.05858035737816515
2,500,1.0,1.0,258.84567,0.0025,0.9,4935.990372906929,493.64,1.0,0.0025,1.0,267628.88106249366,100,4935.990372906929,400.0,5.434597e-20,4900.4966,4983.83,,4935.990372906929,0.0024999997,500.0,267628.88106249366
1,500,0.09125528,0.9978784,34.397934,0.0001828986,0.9,4999.803436753884,500.0,1.0738807,0.0027110407,1.3526444,0.052815261842615445,100,4999.803436753884,462.1627462360624,3.2813588e-07,4920.483,4997.7227,0.08168626,4999.803436753884,0.002,465.6010791748646,0.052815261842615445
2,500,1.0,1.0,0.2547391,0.01,0.9,4999.80085775824,500.0,1.0,0.01,1.0,0.06555168481945749,100,4999.80085775824,100.0,3.5044917e-18,4833.134,4999.8003,,4999.80085775824,0.009999998,500.0,0.06555168481945749
2,500,1.0,1.0,0.20804156,0.005,0.9,4999.839557792164,500.0,1.0,0.005,1.0,0.021135990108380406,100,4999.839557792164,200.00000010221265,2.179301e-19,4881.969,4999.8203,,4999.839557792164,0.0049999994,500.0,0.021135990108380406
2,500,1.0,1.0,130.35071,0.0033333334,0.9,4977.19406224178,497.75,1.0,0.0033333334,1.0,51143.981122567246,100,4977.19406224178,299.999969473632,5.4391416e-20,4896.053,4992.2783,,4977.19406224178,0.0033333336,500.0,51143.981122567246
2,500,1.0,1.0,273.77338,0.0025,0.9,4949.8051458309,495.01,1.0,0.0025,1.0,249980.3512208309,100,4949.8051458309,400.0,5.434597e-20,4898.3267,4981.66,,4949.8051458309,0.0024999997,500.0,249980.3512208309
1,500,0.05338177,0.9927605,83.122856,0.000107542095,0.9,4999.735248991292,500.0,1.1114175,0.0031596012,1.5683637,0.21321359438493337,100,4999.735248991292,451.1692906603152,4.337936e-07,4916.231,4994.809,0.10688386,4999.735248991292,0.0019999999,449.8759337681318,0.21321359438493337
2,500,1.0,1.0,0.25310016,0.01,0.9,4999.816336785387,500.0,1.0,0.01,1.0,0.06470553772230307,100,4999.816336785387,100.0,3.5044917e-18,4833.15,4999.8164,,4999.816336785387,0.009999998,500.0,0.06470553772230307
2,500,1.0,1.0,0.23029979,0.005,0.9,4999.823664716719,500.0,1.0,0.005,1.0,0.04241591514419738,100,4999.823664716719,200.00000010221265,2.179301e-19,4881.969,4999.8203,,4999.823664716719,0.0049999994,500.0,0.04241591514419738
2,500,1.0,1.0,0.20808844,0.0033333334,0.9,4999.856919504092,500.0,1.0,0.0033333334,1.0,0.023144203312560396,100,4999.856919504092,299.999969473632,5.4391416e-20,4903.6074,4999.8325,,4999.856919504092,0.0033333336,500.0,0.023144203312560396
2,500,1.0,1.0,0.20210925,0.0025,0.9,4999.798705631564,500.0,1.0,0.0025,1.0,0.03298109099080121,100,4999.798705631564,400.0,5.434597e-20,4916.4907,4999.824,,4999.798705631564,0.0024999997,500.0,0.03298109099080121
1,500,1.0,1.0,0.1958851,0.002,0.9,4999.841925432897,500.0,1.0,0.002,1.0,0.028486295999234794,100,4999.841925432897,500.00000664260017,5.431875e-20,4925.2925,4999.828,,4999.841925432897,0.0020000003,500.0,0.028486295999234794
2,500,1.0,1.0,4.9755135,0.01,0.9,4999.333484116143,499.96,1.0,0.01,1.0,25.005593292184898,100,4999.333484116143,100.0,3.5044917e-18,4832.667,4999.3335,,4999.333484116143,0.009999998,500.0,25.005593292184898
2,500,1.0,1.0,3.5299625,0.005,0.9,4999.811197004976,500.0,1.0,0.005,1.0,0.05193082478424612,100,4999.811197004976,200.00000010221265,2.179301e-19,4881.721,4999.5723,,4999.811197004976,0.0049999994,500.0,0.05193082478424612
2,500,1.0,1.0,2.8898015,0.0033333334,0.9,4999.804937440966,500.0,1.0,0.0033333334,1.0,0.09646539067746426,100,4999.804937440966,299.999969473632,5.4391416e-20,4903.425,4999.65,,4999.804937440966,0.0033333336,500.0,0.09646539067746426
2,500,1.0,1.0,59.060555,0.0025,0.9,4988.0087927917075,498.83,1.0,0.0025,1.0,13965.563545210352,100,4988.0087927917075,400.0,5.434597e-20,4913.406,4996.7393,,4988.0087927917075,0.0024999997,500.0,13965.563545210352
1,500,0.43470395,0.99792933,23.122564,0.0008712119,0.9,4999.807263781615,500.0,1.0135154,0.002300955,1.1480951,0.05463184822287379,100,4999.807263781615,492.46665553933076,6.131148e-08,4923.666,4998.7036,0.015264462,4999.807263781615,0.002,493.3324378559684,0.05463184822287379
2,500,1.0,1.0,0.17465013,0.01,0.9,4999.859937241415,500.0,1.0,0.01,1.0,0.030814854599298315,100,4999.859937241415,100.0,3.5044917e-18,4833.1934,4999.86,,4999.859937241415,0.009999998,500.0,0.030814854599298315
2,500,1.0,1.0,0.24758019,0.005,0.9,4999.771000279014,500.0,1.0,0.005,1.0,0.08902633684141821,100,4999.771000279014,200.00000010221265,2.179301e-19,4881.9644,4999.8154,,4999.771000279014,0.0049999994,500.0,0.08902633684141821
2,500,1.0,1.0,0.22519244,0.0033333334,0.9,4999.821001559275,500.0,1.0,0.0033333334,1.0,0.02981786557075974,100,4999.821001559275,299.999969473632,5.4391416e-20,4903.592,4999.817,,4999.821001559275,0.0033333336,500.0,0.02981786557075974
2,500,1.0,1.0,249.67836,0.0025,0.9,4949.8252407751,495.01,1.0,0.0025,1.0,249982.3900125435,100,4949.8252407751,400.0,5.434597e-20,4903.986,4987.3193,,4949.8252407751,0.0024999997,500.0,249982.3900125435
1,500,0.34928656,1.000596,142.89993,0.00069815695,0.9,4999.825004245814,500.0,1.0459118,0.0032197218,1.6108205,0.029679064458152018,100,4999.825004245814,477.9193264396735,1.8517673e-07,4917.199,4993.427,0.046349395,4999.825004245814,0.002,478.05178724156985,0.029679064458152018
2,500,1.0,1.0,0.24723162,0.01,0.9,4999.794230321381,500.0,1.0,0.01,1.0,0.061742803935680365,100,4999.794230321381,100.0,3.5044917e-18,4833.128,4999.7944,,4999.794230321381,0.009999998,500.0,0.061742803935680365
2,500,1.0,1.0,0.21593924,0.005,0.9,4999.84637136309,500.0,1.0,0.005,1.0,0.03109424774613639,100,4999.84637136309,200.00000010221265,2.179301e-19,4881.969,4999.8203,,4999.84637136309,0.0049999994,500.0,0.03109424774613639
2,500,1.0,1.0,0.19084008,0.0033333334,0.9,4999.8495273392255,500.0,1.0,0.0033333334,1.0,0.015585630296425299,100,4999.8495273392255,299.999969473632,5.4391416e-20,4903.6055,4999.8306,,4999.8495273392255,0.0033333336,500.0,0.015585630296425299
2,500,1.0,1.0,0.20087619,0.0025,0.9,4999.768468680996,500.0,1.0,0.0025,1.0,0.049797287030694845,100,4999.768468680996,400.0,5.434597e-20,4916.481,4999.8145,,4999.768468680996,0.0024999997,500.0,0.049797287030694845
1,500,1.0,1.0,0.19791463,0.002,0.9,4999.8235119392075,500.0,1.0,0.002,1.0,0.034742334145941266,100,4999.8235119392075,500.00000664260017,5.431875e-20,4925.2812,4999.817,,4999.8235119392075,0.0020000003,500.0,0.034742334145941266
2,500,1.0,1.0,0.2107139,0.01,0.9,4999.822328161009,500.0,1.0,0.01,1.0,0.04484487167113996,100,4999.822328161009,100.0,3.5044917e-18,4833.156,4999.8223,,4999.822328161009,0.009999998,500.0,0.04484487167113996
2,500,1.0,1.0,0.18374094,0.005,0.9,4999.8497500545855,500.0,1.0,0.005,1.0,0.022975135544735906,100,4999.8497500545855,200.00000010221265,2.179301e-19,4881.985,4999.836,,4999.8497500545855,0.0049999994,500.0,0.022975135544735906
2,500,1.0,1.0,288.1838,0.0033333334,0.9,4949.815566630653,495.01,1.0,0.0033333334,1.0,249981.40896381892,100,4949.815566630653,299.999969473632,5.4391416e-20,4886.9375,4983.1626,,4949.815566630653,0.0033333336,500.0,249981.40896381892
2,500,1.0,1.0,249.67854,0.0025,0.9,4999.807827576939,500.0,1.0,0.0025,1.0,0.03737987362232228,100,4999.807827576939,400.0,5.434597e-20,4903.9907,4987.324,,4999.807827576939,0.0024999997,500.0,0.03737987362232228
1,500,0.26990145,1.0110888,150.60092,0.00053388276,0.9,4999.841690046516,500.0,1.0413265,0.0034684609,1.7534611,0.031403473485695936,100,4999.841690046516,479.1792880181539,1.7415107e-07,4917.029,4993.089,0.04450869,4999.841690046516,0.002,480.15678947898635,0.031403473485695936
2,500,1.0,1.0,0.21781875,0.01,0.9,4999.8031649910445,500.0,1.0,0.01,1.0,0.04792240095112706,100,4999.8031649910445,100.0,3.5044917e-18,4833.136,4999.8027,,4999.8031649910445,0.009999998,500.0,0.04792240095112706
2,500,1.0,1.0,0.20506123,0.005,0.9,4999.815269106266,500.0,1.0,0.005,1.0,0.03695892066209518,100,4999.815269106266,200.00000010221265,2.179301e-19,4881.9585,4999.8096,,4999.815269106266,0.0049999994,500.0,0.03695892066209518
2,500,1.0,1.0,0.20613183,0.0033333334,0.9,4999.79600796101,500.0,1.0,0.0033333334,1.0,0.04368160601080355,100,4999.79600796101,299.999969473632,5.4391416e-20,4903.5796,4999.8047,,4999.79600796101,0.0033333336,500.0,0.04368160601080355
2,500,1.0,1.0,0.21504776,0.0025,0.9,4999.8438015162255,500.0,1.0,0.0025,1.0,0.056956367225991025,100,4999.8438015162255,400.0,5.434597e-20,4916.481,4999.8145,,4999.8438015162255,0.0024999997,500.0,0.056956367225991025
1,500,1.0,1.0,0.23862532,0.002,0.9,4999.77513933778,500.0,1.0,0.002,1.0,0.0994814428011892,100,4999.77513933778,500.00000664260017,5.431875e-20,4925.2715,4999.807,,4999.77513933778,0.0020000003,500.0,0.0994814428011892
2,500,1.0,1.0,0.1892712,0.01,0.9,4999.842236184253,500.0,1.0,0.01,1.0,0.03617772066104988,100,4999.842236184253,100.0,3.5044917e-18,4833.176,4999.8423,,4999.842236184253,0.009999998,500.0,0.03617772066104988
2,500,1.0,1.0,0.18437536,0.005,0.9,4999.821008100828,500.0,1.0,0.005,1.0,0.03225439480404425,100,4999.821008100828,200.00000010221265,2.179301e-19,4881.9805,4999.8315,,4999.821008100828,0.0049999994,500.0,0.03225439480404425
2,500,1.0,1.0,0.21231197,0.0033333334,0.9,4999.793166471515,500.0,1.0,0.0033333334,1.0,0.06692002328340402,100,4999.793166471515,299.999969473632,5.4391416e-20,4903.5938,4999.819,,4999.793166471515,0.0033333336,500.0,0.06692002328340402
2,500,1.0,1.0,249.1801,0.0025,0.9,4949.931116453743,495.02,1.0,0.0025,1.0,248986.03534110045,100,4949.931116453743,400.0,5.434597e-20,4904.013,4987.3467,,4949.931116453743,0.0024999997,500.0,248986.03534110045
1,500,0.098593585,1.0070415,104.773125,0.00019580839,0.9,4999.825887808673,500.0,1.0653048,0.0033452048,1.68438,0.02901920091682016,100,4999.825887808673,468.00674145457333,2.7398983e-07,4918.2075,4995.138,0.0694655,4999.825887808673,0.0020000003,469.3492609571793,0.02901920091682016
2,500,1.0,1.0,0.17416716,0.01,0.9,4999.828708109791,500.0,1.0,0.01,1.0,0.030645239790201315,100,4999.828708109791,100.0,3.5044917e-18,4833.162,4999.8286,,4999.828708109791,0.009999998,500.0,0.030645239790201315
2,500,1.0,1.0,0.18500511,0.005,0.9,4999.809669668053,500.0,1.0,0.005,1.0,0.038312151579914,100,4999.809669668053,200.00000010221265,2.179301e-19,4881.968,4999.819,,4999.809669668053,0.0049999994,500.0,0.038312151579914
2,500,1.0,1.0,0.18837935,0.0033333334,0.9,4999.826891817368,500.0,1.0,0.0033333334,1.0,0.03834535012105692,100,4999.826891817368,299.999969473632,5.4391416e-20,4903.596,4999.8213,,4999.826891817368,0.0033333336,500.0,0.03834535012105692
2,500,1.0,1.0,0.18180561,0.0025,0.9,4999.854602106229,500.0,1.0,0.0025,1.0,0.025196719785869764,100,4999.854602106229,400.0,5.434597e-20,4916.4966,4999.83,,4999.854602106229,0.0024999997,500.0,0.025196719785869764
1,500,0.98523504,1.0000764,0.19026694,0.0019703195,0.9,4999.81706531711,500.0,1.0000067,0.0020113813,1.0057675,0.0503130385553963,100,4999.81706531711,499.9959858209176,3.2475547e-11,4925.2925,4999.828,8.120132e-06,4999.81706531711,0.002,499.996662162175,0.0503130385553963
2,500,1.0,1.0,0.31165904,0.01,0.9,4999.773368041145,500.0,1.0,0.01,1.0,0.09811090491452101,100,4999.773368041145,100.0,3.5044917e-18,4833.1064,4999.773,,4999.773368041145,0.009999998,500.0,0.09811090491452101
2,500,1.0,1.0,352.6544,0.005,0.9,4949.828792631017,495.01,1.0,0.005,1.0,249982.7375425605,100,4949.828792631017,200.00000010221265,2.179301e-19,4856.9497,4974.801,,4949.828792631017,0.0049999994,500.0,249982.7375425605
2,500,1.0,1.0,288.183,0.0033333334,0.9,4999.844778886731,500.0,1.0,0.0033333334,1.0,0.02582110105683591,100,4999.844778886731,299.999969473632,5.4391416e-20,4886.924,4983.149,,4999.844778886731,0.0033333336,500.0,0.02582110105683591
2,500,1.0,1.0,249.67786,0.0025,0.9,4999.788912769991,500.0,1.0,0.0025,1.0,0.05699807730003465,100,4999.788912769991,400.0,5.434597e-20,4903.975,4987.3086,,4999.788912769991,0.0024999997,500.0,0.05699807730003465
1,500,0.3224488,0.9931921,146.44753,0.0006493181,0.9,4999.825055264123,500.0,1.0420629,0.00318096,1.5796521,0.03453755767464295,100,4999.825055264123,479.5029111527844,1.7132912e-07,4917.1772,4993.264,0.042251065,4999.825055264123,0.002,479.8174949553604,0.03453755767464295
2,500,1.0,1.0,0.17348233,0.01,0.9,4999.812465522346,500.0,1.0,0.01,1.0,0.030389980882869094,100,4999.812465522346,100.0,3.5044917e-18,4833.146,4999.8125,,4999.812465522346,0.009999998,500.0,0.030389980882869094
