renyi2,VarRet,VarNormIw,MaxVanillaIw,Bound,J,delta,VarDiscRet,MinVanillaIw,VarJ,ESSRenyi,AvgDiscRet,AvgVanillaIw,AvgNormIw,ESSClassic,BatchSize,VanillaAvgRet,AvgEpLen,EpsThisIter,AvgRet,SamplesThisIter,IterType,MaxNormIw,VarVanillaIw,MinNormIw
nan,20899.8561487,1.14023e-06,1.94181e+11,679.56,155933.0,0.6,20899.8561487,,23527.7,nan,353.323713259,2.58644e+06,4.24412e-06,1.51158957641,100,353.323713259,38.1970970206,1309,353.323713259,50000,1,0.318634,4.23471e+17,
nan,25927.407146,4.17193e-09,2664.78,687.192,131272.0,0.6,25927.407146,,20468.4,nan,370.625375527,2.29984,4.45157e-06,4.00977846387,100,370.625375527,40.0641025641,1248,370.625375527,50000,1,0.00515795,1113.55,
nan,26308.7869564,2.8474e-08,20057.5,669.71,131292.0,0.6,26308.7869564,,18790.7,nan,372.384177194,2.34621,4.47307e-06,2.98528024583,100,372.384177194,40.2576489533,1242,372.384177194,50000,1,0.0382398,7833.77,
nan,29457.7539542,1.84871e-06,4.50419e+07,741.687,159126.0,0.6,29457.7539542,,25443.6,nan,365.963629781,432.383,4.3987e-06,1.99836043281,100,365.963629781,39.5882818686,1263,365.963629781,50000,1,0.458218,1.78631e+10,
nan,27287.302881,7.80482e-08,58185.8,713.221,139000.0,0.6,27287.302881,,18244.4,nan,385.464371533,3.15811,4.62963e-06,2.55757072565,100,385.464371533,41.6666666667,1200,385.464371533,50000,1,0.0852976,36318.1,
nan,31551.4164889,1.56115e-07,68241.9,749.742,142842.0,0.6,31551.4164889,,16648.0,nan,411.064144852,3.43522,4.93827e-06,4.032562714,100,411.064144852,44.4444444444,1125,411.064144852,50000,1,0.0981005,75544.8,
nan,34037.9151801,6.48801e-08,39465.8,855.442,167588.0,0.6,34037.9151801,,33301.4,nan,413.265379724,4.00392,4.96475e-06,0.816340915648,100,413.265379724,44.6827524576,1119,413.265379724,50000,1,0.0489366,42197.6,
nan,32439.9055884,1.21782e-06,1.19e+06,776.598,153206.0,0.6,32439.9055884,,21952.6,nan,405.345180296,16.4454,4.86902e-06,1.99091867156,100,405.345180296,43.8212094654,1141,405.345180296,50000,1,0.352324,1.38927e+07,
nan,30409.4649041,3.25785e-08,25527.4,731.282,141520.0,0.6,30409.4649041,,15932.8,nan,413.029478201,2.52128,4.96032e-06,1.9933754973,100,413.029478201,44.6428571429,1120,413.029478201,50000,1,0.0502222,8416.91,
nan,35931.5460947,4.64328e-08,23880.7,767.753,153028.0,0.6,35931.5460947,,20873.7,nan,430.620097111,3.22087,5.17277e-06,2.15765393811,100,430.620097111,46.5549348231,1074,430.620097111,50000,1,0.0383528,18002.2,
nan,36917.2853492,2.41345e-09,1140.2,712.373,136417.0,0.6,36917.2853492,,18584.7,nan,438.483068152,1.55284,5.26593e-06,3.28663681144,100,438.483068152,47.3933649289,1055,438.483068152,50000,1,0.00386658,209.866,
nan,36423.2598705,2.80309e-09,987.805,743.355,140489.0,0.6,36423.2598705,,20193.9,nan,461.030546001,1.62883,5.53342e-06,2.6569080795,100,461.030546001,49.8007968127,1004,461.030546001,50000,1,0.00335575,242.885,
nan,38227.8308804,6.30176e-09,2941.34,812.968,158299.0,0.6,38227.8308804,,18537.1,nan,458.190774605,2.15268,5.50055e-06,3.27747180007,100,458.190774605,49.504950495,1010,458.190774605,50000,1,0.00751575,965.181,
nan,45032.1001793,5.34693e-08,29639.5,812.397,182031.0,0.6,45032.1001793,,28324.7,nan,485.059914813,5.51409,5.82343e-06,0.461371982277,100,485.059914813,52.4109014675,954,485.059914813,50000,1,0.0313023,47939.5,
nan,43452.521352,1.59034e-08,13089.9,876.066,175318.0,0.6,43452.521352,,19616.7,nan,478.16057995,3.01553,5.73921e-06,1.54752307494,100,478.16057995,51.652892562,968,478.16057995,50000,1,0.024913,4390.49,
nan,39219.6768631,1.1964e-07,54241.6,788.669,163759.0,0.6,39219.6768631,,25208.9,nan,483.065152473,4.0991,5.79912e-06,1.16128622326,100,483.065152473,52.1920668058,958,483.065152473,50000,1,0.0767372,59776.5,
nan,45854.2740837,2.93408e-08,16439.5,843.349,173738.0,0.6,45854.2740837,,23328.1,nan,495.118173273,3.4324,5.94177e-06,1.90319435352,100,495.118173273,53.4759358289,935,495.118173273,50000,1,0.0284581,9791.23,
nan,48063.5864164,1.90692e-07,42395.6,845.095,165535.0,0.6,48063.5864164,,13119.5,nan,517.564360169,2.9829,6.21427e-06,4.06936869335,100,517.564360169,55.9284116331,894,517.564360169,50000,1,0.0883226,43937.0,
nan,48586.5535253,4.77574e-08,22720.1,852.406,178334.0,0.6,48586.5535253,,46139.6,nan,502.951309412,2.1312,6.03865e-06,3.25478387614,100,502.951309412,54.347826087,920,502.951309412,50000,1,0.0643763,5948.54,
nan,48174.4629815,7.50629e-07,485344.0,875.68,196941.0,0.6,48174.4629815,,28189.3,nan,524.524587676,13.3251,6.29882e-06,1.77232805246,100,524.524587676,56.6893424036,882,524.524587676,50000,1,0.229424,3.35929e+06,
nan,49329.0483466,5.18307e-09,1822.06,867.338,173387.0,0.6,49329.0483466,,17199.7,nan,525.049602208,2.27404,6.30597e-06,2.87209476677,100,525.049602208,56.7536889898,881,525.049602208,50000,1,0.0050526,674.032,
nan,41564.3522439,1.08347e-08,5023.0,875.016,176235.0,0.6,41564.3522439,,18519.6,nan,523.424971336,2.94085,6.28457e-06,2.49090599645,100,523.424971336,56.5610859729,884,523.424971336,50000,1,0.0107341,2372.54,
nan,48292.2264222,3.92167e-09,1156.07,877.823,172427.0,0.6,48292.2264222,,16658.4,nan,563.904881558,1.97986,6.76682e-06,1.65583369892,100,563.904881558,60.9013398295,821,563.904881558,50000,1,0.00395124,335.716,
nan,52187.9564957,1.18696e-07,60991.7,917.649,188615.0,0.6,52187.9564957,,23958.8,nan,539.539938319,4.73277,6.47501e-06,2.8756355527,100,539.539938319,58.2750582751,858,539.539938319,50000,1,0.0834441,63414.0,
nan,61802.2418715,3.21759e-08,13550.5,1014.29,206276.0,0.6,61802.2418715,,22289.5,nan,585.63439678,3.30031,7.03235e-06,1.36585060741,100,585.63439678,63.2911392405,790,585.63439678,50000,1,0.0288735,7086.63,
nan,56586.2374046,8.67839e-09,5039.46,936.8,188848.0,0.6,56586.2374046,,20409.6,nan,566.948975112,2.52425,6.80828e-06,1.17824999241,100,566.948975112,61.2745098039,816,566.948975112,50000,1,0.0135922,1192.97,
nan,58828.8902927,4.05143e-09,1389.09,908.058,178114.0,0.6,58828.8902927,,21257.9,nan,578.393551479,1.5631,6.94445e-06,3.2232745973,100,578.393551479,62.5,800,578.393551479,50000,1,0.00617136,205.262,
nan,75279.6583598,1.19411e-07,32604.5,1064.21,215449.0,0.6,75279.6583598,,36614.9,nan,608.453101747,2.79092,7.30994e-06,2.0276090869,100,608.453101747,65.7894736842,760,608.453101747,50000,1,0.0853972,17406.5,
nan,72754.0689594,1.11167e-07,39230.5,1028.74,218277.0,0.6,72754.0689594,,25825.6,nan,617.517821399,3.57516,7.4173e-06,2.2787927531,100,617.517821399,66.7556742323,749,617.517821399,50000,1,0.0813906,25827.0,
nan,74211.215536,5.28656e-08,22388.7,1107.95,229542.0,0.6,74211.215536,,22177.7,nan,619.879703808,4.46527,7.44712e-06,0.940444959953,100,619.879703808,67.0241286863,746,619.879703808,50000,1,0.0373396,19006.0,
nan,72272.1977617,3.40327e-08,10488.7,1044.73,210909.0,0.6,72272.1977617,,20994.8,nan,672.082856952,2.66348,8.07494e-06,4.1712537641,100,672.082856952,72.6744186047,688,672.082856952,50000,1,0.031799,3702.68,
nan,76578.7112854,2.92311e-09,476.786,993.518,192000.0,0.6,76578.7112854,,20829.9,nan,660.846139695,1.63867,7.93651e-06,2.37342480347,100,660.846139695,71.4285714286,700,660.846139695,50000,1,0.0023092,124.615,
nan,70491.8821449,3.49707e-07,163310.0,1053.42,229988.0,0.6,70491.8821449,,28430.3,nan,622.546075368,9.45786,7.4772e-06,1.87143668671,100,622.546075368,67.2947510094,743,622.546075368,50000,1,0.129109,559516.0,
nan,82450.6562442,1.69756e-08,3677.93,1090.86,229954.0,0.6,82450.6562442,,38279.0,nan,655.146978558,2.40581,7.86906e-06,0.830739757277,100,655.146978558,70.821529745,706,655.146978558,50000,1,0.01203,1586.73,
nan,76153.3994646,7.24359e-07,169241.0,1111.74,235682.0,0.6,76153.3994646,,29234.3,nan,678.038473846,8.87876,8.14598e-06,1.09402440799,100,678.038473846,73.3137829912,682,678.038473846,50000,1,0.155273,860542.0,
nan,87865.3007227,9.16184e-09,3174.64,1167.63,228300.0,0.6,87865.3007227,,27349.4,nan,655.517314707,2.32236,7.88022e-06,4.3019140174,100,655.517314707,70.9219858156,705,655.517314707,50000,1,0.0107722,795.731,
nan,86070.5389233,7.62348e-08,17723.1,1149.81,237124.0,0.6,86070.5389233,,24804.5,nan,695.117458865,3.56794,8.35422e-06,0.938445802957,100,695.117458865,75.1879699248,665,695.117458865,50000,1,0.0414981,13905.2,
nan,90200.0529719,6.59071e-09,1248.72,1108.79,222673.0,0.6,90200.0529719,,29414.1,nan,729.046016553,1.73447,8.76271e-06,1.27289994718,100,729.046016553,78.8643533123,634,729.046016553,50000,1,0.00630865,258.219,
nan,95451.1225842,1.36787e-07,35288.5,1212.28,240364.0,0.6,95451.1225842,,22365.7,nan,705.675652129,3.48828,8.48177e-06,2.75038095038,100,705.675652129,76.3358778626,655,705.675652129,50000,1,0.0858041,23136.4,
nan,82949.787992,5.22486e-08,18193.0,1167.47,237037.0,0.6,82949.787992,,19143.8,nan,727.965365445,3.20331,8.74891e-06,1.94343930997,100,727.965365445,78.7401574803,635,727.965365445,50000,1,0.0496888,7004.32,
nan,91568.3613594,7.63498e-09,1163.0,1227.54,245849.0,0.6,91568.3613594,,19780.5,nan,768.284026522,2.59625,9.2285e-06,1.63013199293,100,768.284026522,83.0564784053,602,768.284026522,50000,1,0.00413392,604.282,
nan,112809.787841,1.41673e-06,275940.0,1338.24,283144.0,0.6,112809.787841,,32382.0,nan,799.770387961,9.8697,9.61169e-06,2.4818900514,100,799.770387961,86.5051903114,578,799.770387961,50000,1,0.268726,1.49381e+06,
nan,86368.7859011,1.71596e-06,492220.0,1197.28,251635.0,0.6,86368.7859011,,27024.3,nan,782.535277597,19.8794,9.40026e-06,3.99361371265,100,782.535277597,84.6023688663,591,782.535277597,50000,1,0.232753,7.6742e+06,
nan,108621.058681,8.20801e-09,2468.01,1291.6,251621.0,0.6,108621.058681,,27737.5,nan,769.081192902,2.216,9.24385e-06,1.45280187157,100,769.081192902,83.1946755408,601,769.081192902,50000,1,0.0102951,471.708,
nan,140884.499774,1.21992e-06,1.91883e+06,1451.34,344532.0,0.6,140884.499774,,41134.7,nan,846.077369673,86.9811,1.0175e-05,1.69504897366,100,846.077369673,91.5750915751,546,846.077369673,50000,1,0.224463,8.91484e+07,
nan,173218.202727,6.14072e-08,14430.5,1650.69,331402.0,0.6,173218.202727,,25452.3,nan,905.956106791,6.88188,1.08932e-05,4.81555007244,100,905.956106791,98.0392156863,510,905.956106791,50000,1,0.022842,24508.6,
nan,148526.378525,1.548e-07,24038.6,1483.35,298406.0,0.6,148526.378525,,30410.2,nan,882.380072432,4.35529,1.06022e-05,1.35997524372,100,882.380072432,95.4198473282,524,882.380072432,50000,1,0.0585179,26122.4,
nan,201773.73158,8.34343e-08,15749.2,1541.63,379100.0,0.6,201773.73158,,122886.0,nan,942.203492584,2.65104,1.13379e-05,0.875288878144,100,942.203492584,102.040816327,490,942.203492584,50000,1,0.0673555,4561.57,
nan,294188.494471,6.10205e-06,3.27069e+13,nan,nan,0.6,294188.494471,,nan,nan,1017.62537035,8.01532e+08,1.22369e-05,1.99999946899,100,1017.62537035,110.13215859,454,1017.62537035,50000,1,0.499332,2.61803e+22,
nan,262626.453175,2.69733e-07,141421.0,1955.28,412233.0,0.6,262626.453175,,36212.8,nan,990.385392634,20.6041,1.19218e-05,1.44122940361,100,990.385392634,107.296137339,466,990.385392634,50000,1,0.0818279,805675.0,
nan,301005.855558,1.00339e-07,24802.5,2127.43,448304.0,0.6,301005.855558,,35784.1,nan,1073.86128184,15.8997,1.29199e-05,2.87211982315,100,1073.86128184,116.279069767,430,1073.86128184,50000,1,0.0201542,151960.0,
nan,437577.431119,1.06668e-06,1.21637e+06,2567.35,529165.0,0.6,437577.431119,,48994.3,nan,1173.61156693,112.008,1.41363e-05,1.28727966816,100,1173.61156693,127.226463104,393,1173.61156693,50000,1,0.153515,6.69675e+07,
nan,516260.347736,8.98785e-07,7.73377e+06,2760.96,621052.0,0.6,516260.347736,,54506.7,nan,1171.84887849,858.779,1.41004e-05,1.01375646716,100,1171.84887849,126.903553299,394,1171.84887849,50000,1,0.126982,3.33393e+09,
nan,440165.891524,3.47092e-06,7.91428e+08,2719.01,602469.0,0.6,440165.891524,,63139.6,nan,1126.31819827,31622.6,1.35501e-05,1.79582507358,100,1126.31819827,121.951219512,410,1126.31819827,50000,1,0.339123,1.8904e+13,
nan,547225.901447,3.41364e-06,2.38384e+07,2753.02,564309.0,0.6,547225.901447,,53040.2,nan,1222.39893254,1051.14,1.46972e-05,1.91480848937,100,1222.39893254,132.275132275,378,1222.39893254,50000,1,0.333312,1.74611e+10,
nan,490282.07878,3.50245e-06,4.00731e+08,2927.5,570957.0,0.6,490282.07878,,43122.8,nan,1052.51205888,13893.7,1.2655e-05,1.92707660608,100,1052.51205888,113.895216401,439,1052.51205888,50000,1,0.365005,4.22162e+12,
nan,459515.232869,2.45122e-06,1.79663e+08,2656.08,590556.0,0.6,459515.232869,,55716.6,nan,1156.58296401,9595.24,1.39237e-05,1.54530152181,100,1156.58296401,125.313283208,399,1156.58296401,50000,1,0.260709,1.16409e+12,
nan,666690.723307,3.92334e-06,1.46994e+07,2958.18,585575.0,0.6,666690.723307,,50325.9,nan,1267.58179496,639.848,1.52625e-05,1.92391406959,100,1267.58179496,137.362637363,364,1267.58179496,50000,1,0.35063,6.89538e+09,
nan,396346.357425,2.96293e-08,4966.45,2214.99,429381.0,0.6,396346.357425,,30561.0,nan,1260.07726848,3.68317,1.51791e-05,1.50460069387,100,1260.07726848,136.612021858,366,1260.07726848,50000,1,0.0204677,1744.5,
nan,574145.660866,1.44585e-06,8.37426e+06,3019.95,600115.0,0.6,574145.660866,,46668.5,nan,1178.28286777,600.826,1.41723e-05,1.62360610791,100,1178.28286777,127.551020408,392,1178.28286777,50000,1,0.197533,2.5986e+09,
nan,610955.676803,2.50591e-06,1.63858e+07,2861.33,583097.0,0.6,610955.676803,,52057.0,nan,1237.45813781,932.087,1.48943e-05,1.63038612872,100,1237.45813781,134.048257373,373,1237.45813781,50000,1,0.261836,9.81389e+09,
nan,793738.979816,7.98735e-07,225939.0,3055.12,595027.0,0.6,793738.979816,,48804.9,nan,1369.41199332,25.7012,1.64853e-05,1.86760499587,100,1369.41199332,148.367952522,337,1369.41199332,50000,1,0.144922,1.9414e+06,
nan,638275.794112,4.44051e-06,2.09141e+07,3017.73,598360.0,0.6,638275.794112,,60096.1,nan,1287.35417161,863.455,1.54751e-05,1.95985843412,100,1287.35417161,139.275766017,359,1287.35417161,50000,1,0.374828,1.38244e+10,
nan,745513.244003,3.17387e-07,158843.0,3065.58,617148.0,0.6,745513.244003,,48847.7,nan,1393.98562222,48.2494,1.67842e-05,0.943277750268,100,1393.98562222,151.057401813,331,1393.98562222,50000,1,0.0552554,2.62285e+06,
nan,699324.41215,4.90591e-06,3.51566e+06,2921.45,606858.0,0.6,699324.41215,,50102.7,nan,1424.5199292,159.865,1.71468e-05,1.99182358248,100,1424.5199292,154.320987654,324,1424.5199292,50000,1,0.377082,4.26446e+08,
nan,663684.215832,1.8959e-08,1115.31,2773.99,517490.0,0.6,663684.215832,,52078.1,nan,1456.98476335,3.58099,1.75254e-05,1.51885630382,100,1456.98476335,157.728706625,317,1456.98476335,50000,1,0.00545836,791.564,
nan,629951.969082,1.671e-06,538943.0,2778.01,587410.0,0.6,629951.969082,,49909.7,nan,1536.6461246,51.8035,1.85185e-05,1.67194954915,100,1536.6461246,166.666666667,300,1536.6461246,50000,1,0.192659,1.30763e+07,
nan,684188.81794,5.66844e-07,197709.0,2843.45,575789.0,0.6,684188.81794,,42937.3,nan,1454.80582017,34.3298,1.75254e-05,1.52539886838,100,1454.80582017,157.728706625,317,1454.80582017,50000,1,0.10093,2.17506e+06,
nan,705071.007267,4.85748e-07,572277.0,3219.7,615785.0,0.6,705071.007267,,48007.6,nan,1377.35883383,116.761,1.65837e-05,3.25592892143,100,1377.35883383,149.253731343,335,1377.35883383,50000,1,0.0812812,2.40793e+07,
nan,692233.122597,2.87842e-06,2.56324e+06,2963.05,588866.0,0.6,692233.122597,,48665.9,nan,1442.05478316,173.091,1.73611e-05,1.60240753343,100,1442.05478316,156.25,320,1442.05478316,50000,1,0.257095,2.86119e+08,
nan,848083.733954,3.53188e-07,100064.0,3353.03,640157.0,0.6,848083.733954,,40935.4,nan,1566.59403008,41.6244,1.88324e-05,5.69351106268,100,1566.59403008,169.491525424,295,1566.59403008,50000,1,0.0452726,1.7254e+06,
nan,710320.835665,6.90304e-07,373454.0,2783.45,563761.0,0.6,710320.835665,,51544.8,nan,1420.02452015,61.4263,1.7094e-05,1.10065710434,100,1420.02452015,153.846153846,325,1420.02452015,50000,1,0.103927,8.91375e+06,
nan,866516.743167,7.97701e-07,285757.0,3280.47,606193.0,0.6,866516.743167,,39761.9,nan,1480.59322004,57.2832,1.78063e-05,3.48331715174,100,1480.59322004,160.256410256,312,1480.59322004,50000,1,0.0888264,8.25562e+06,
nan,680878.819214,7.73214e-07,438117.0,2940.71,568201.0,0.6,680878.819214,,53603.7,nan,1371.52740793,64.1238,1.64853e-05,1.18070537791,100,1371.52740793,148.367952522,337,1371.52740793,50000,1,0.112634,1.16988e+07,
